ID,Cost
224,587.0268384
225,327.0450508
226,302.4395663
227,392.0706956
228,573.5377049
229,697.031041
230,391.0593039
231,377.7530898
232,325.2224801
233,391.8641075
234,303.0205556
235,573.5233171
236,395.4792485
237,673.1659844
238,671.6705345
239,502.046516
240,393.5387685
241,517.1232607
242,744.6514042
243,302.8488013
244,302.4598268
245,574.4778431
246,698.1970186
247,390.5655894
248,503.1019505
249,394.4574783
250,796.6468318
251,573.8526994
252,300.0965282
253,395.461455
254,393.520975
255,582.8528136
256,502.2942161
257,796.1672629
258,698.3739799
259,302.1420411
260,671.5882122
261,671.7403551
262,394.3223293
263,503.9427702
264,588.0073844
265,326.7499153
266,326.4724913
267,671.7234803
268,672.2017625
269,377.7759561
270,698.3001562
271,418.0784599
272,582.1864054
273,573.5233171
274,391.1060063
275,392.8876048
276,392.4259455
277,303.2423731
278,396.0369793
279,744.2446896
280,325.8853664
281,671.0125619
282,391.057278
283,503.6749962
284,396.1239291
285,574.467762
286,391.4022061
287,697.2049875
288,396.8427625
289,572.2869475
290,744.7522592
291,697.9171573
292,325.8607084
293,502.3707823
294,687.8467414
295,394.0200661
296,697.2868645
297,326.3701281
298,502.2998761
299,326.5705749
300,671.639884
301,392.667115
302,395.3825286
303,301.0347022
304,393.5531563
305,325.8691869
306,503.1188253
307,744.2531681
308,393.7045146
309,394.6202369
310,395.47077
311,391.7188334
312,581.6824207
313,378.1682829
314,574.0118329
315,503.0297217
316,503.4899529
317,389.8698184
318,502.1614807
319,582.1864054
320,672.9564107
321,582.9606513
322,503.2287503
323,325.8785019
324,391.4980668
325,589.8576207
326,393.4304104
327,324.7649684
328,688.0029504
329,670.9395388
330,581.8149269
331,395.4801672
332,392.293084
333,584.0946709
334,327.8567232
335,302.1505197
336,518.4841522
337,301.8575714
338,325.7191593
339,831.4288136
340,326.5494544
341,301.7651949
342,300.8494953
343,301.3906616
344,574.2159972
345,573.7328636
346,697.0483533
347,327.0235323
348,574.5862544
349,744.2634017
350,302.0209544
351,589.2811791
352,672.5378024
353,377.7708832
354,588.4920877
355,301.3762738
356,504.5490762
357,397.0318931
358,582.5575331
359,391.5632517
360,582.1601334
361,391.0741528
362,794.6907165
363,671.7632214
364,581.8028435
365,301.3584803
366,582.1745212
367,583.5764207
368,582.646679
369,587.9929966
370,302.7082006
371,390.5790018
372,389.6256473
373,303.1086638
374,391.0563593
375,574.0224082
376,396.2771045
377,377.0313807
378,301.6029496
379,504.6969386
380,582.9606513
381,395.4382536
382,392.9879485
383,301.3762738
384,327.0999691
385,671.5078291
386,302.1505197
387,391.439281
388,302.3275498
389,574.1102645
390,326.5587965
391,396.2628094
392,377.5951837
393,671.7497523
394,392.3287743
395,396.062296
396,696.3536409
397,377.7852711
398,379.0251495
399,301.720664
400,301.0595327
401,671.887103
402,589.4622863
403,582.1686119
404,588.6732641
405,583.8790036
406,394.2136552
407,302.7761552
408,586.7065691
409,301.3677952
410,326.0547645
411,502.7689142
412,302.0387478
413,418.3972911
414,327.8928185
415,326.8143446
416,672.2386098
417,378.6747442
418,831.737145
419,588.2849915
420,395.461455
421,391.5461354
422,502.8800691
423,744.9249571
424,325.8701056
425,699.0140557
426,745.0545224
427,744.9195763
428,418.3501778
429,325.8750962
430,832.5760731
431,795.506701
432,391.0665929
433,583.5588828
434,745.5079156
435,698.064516
436,502.4099736
437,697.7338841
438,302.8633983
439,377.7802804
440,391.4179028
441,795.0855686
442,326.5494544
443,832.6682537
444,326.2140583
445,393.5312087
446,831.4288136
447,300.1634609
448,671.7225616
449,589.2689334
450,327.2825296
451,687.9970411
452,378.8019814
453,744.2531681
454,697.9388849
455,503.1273038
456,391.9146895
457,393.5242178
458,672.2123378
459,391.8367426
460,395.4623737
461,300.2038688
462,745.7852836
463,325.5513181
464,303.3435532
465,503.1095103
466,325.8928897
467,587.7663897
468,302.0124758
469,517.5121819
470,390.1376495
471,392.2783611
472,391.4805052
473,588.0023115
474,301.3500018
475,391.1388076
476,393.5531563
477,394.0001759
478,581.5537714
479,396.0871065
480,395.4801672
481,583.653783
482,582.1601334
483,673.5607274
484,503.1095103
485,392.2081723
486,504.9767999
487,302.124427
488,582.6750231
489,390.3058459
490,697.2462047
491,394.7090417
492,688.3859622
493,302.8459187
494,391.0622686
495,503.2300291
496,326.9185598
497,394.2791894
498,392.864124
499,832.1081624
500,582.1745212
501,586.7883272
502,518.8846154
503,390.9120949
504,573.5335507
505,673.1914961
506,395.47077
507,302.0387478
508,394.0107512
509,302.1505197
510,573.0771404
511,324.5560491
512,501.8282818
513,326.368278
514,389.794052
515,588.7028772
516,587.2300146
517,326.8657865
518,392.9733552
519,582.0093954
520,698.1175719
521,583.2171816
522,698.3177501
523,830.6515005
524,573.4469941
525,831.1098229
526,830.8832731
527,829.999543
528,503.5980262
529,394.4966073
530,393.53029
531,391.8253766
532,302.0124758
533,574.3331499
534,589.1973309
535,582.1686119
536,379.2128367
537,394.3130144
538,326.5567313
539,697.2462047
540,419.634636
541,504.64064
542,390.9302234
543,671.8432895
544,672.1377547
545,378.4333573
546,393.5124965
547,302.8102285
548,504.9888574
549,503.0803627
550,671.7497523
551,588.4230518
552,301.8482565
553,588.6647856
554,503.4095227
555,572.33995
556,744.7238904
557,671.0155755
558,581.1054085
559,393.9192111
560,673.1740116
561,572.4162799
562,302.1221026
563,392.2430951
564,588.6732641
565,671.6457732
566,503.3278907
567,744.3212557
568,377.5171679
569,587.3633371
570,586.5151713
571,503.7635059
572,832.0959029
573,325.1891143
574,573.3793307
575,582.9606513
576,672.4113077
577,301.9858024
578,698.2798221
579,394.192764
580,392.6373911
581,672.4059268
582,301.9065279
583,301.1301335
584,503.7812994
585,744.2709616
586,672.612389
587,573.4125243
588,587.281509
589,396.8593657
590,302.1683131
591,391.9612787
592,572.9854338
593,697.9086787
594,377.2786769
595,389.5321101
596,377.7530898
597,303.3371865
598,418.6794328
599,688.6595152
600,503.7635059
601,360.4396328
602,671.4833601
603,324.7658871
604,672.6768426
605,588.1446269
606,696.2843708
607,583.1259566
608,697.9086787
609,377.3119658
610,672.8857978
611,325.8607084
612,588.3734392
613,573.6086566
614,393.53029
615,673.6818105
616,325.8607084
617,503.1282225
618,301.4112737
619,302.6276644
620,391.0622686
621,831.5012232
622,697.2546832
623,698.0908877
624,588.0032302
625,587.9845181
626,391.7227675
627,360.4094975
628,393.9925324
629,303.0997872
630,301.3762738
631,325.0251363
632,391.0478808
633,378.2691379
634,325.9013682
635,573.5411105
636,573.5148385
637,393.3974487
638,588.7683973
639,672.2301312
640,300.8256569
641,502.0673643
642,832.1082195
643,326.531661
644,588.0023115
645,744.0413943
646,503.1095103
647,743.4801427
648,574.9611921
649,326.5231825
650,502.1464227
651,501.679843
652,795.480429
653,583.5668779
654,582.1686119
655,377.5145786
656,303.1178528
657,505.1531197
658,325.2831579
659,672.3792036
660,572.4660027
661,831.4600762
662,672.4352766
663,588.5116673
664,581.6475669
665,502.5040277
666,696.8869656
667,395.461455
668,671.7632214
669,502.8503871
670,391.8483986
671,302.4834369
672,503.9045477
673,573.5148385
674,671.1994705
675,671.4402438
676,326.3946533
677,580.7817135
678,587.136123
679,587.8841196
680,586.890052
681,588.3194344
682,582.1864054
683,573.3176775
684,503.8633924
685,396.1417226
686,671.7310401
687,670.4182374
688,588.7943509
689,671.7225616
690,503.7719844
691,588.3819177
692,378.512026
693,377.3944279
694,573.5377049
695,588.1553038
696,582.566848
697,300.2133928
698,832.5200488
699,573.4981465
700,501.7285212
701,503.1010318
702,574.1678456
703,393.1324161
704,393.6775191
705,301.359399
706,503.1010318
707,503.516344
708,326.0640106
709,670.3599092
710,581.8100761
711,391.0563593
712,395.7261324
713,672.3935142
714,301.771146
715,378.0798814
716,301.3509205
717,589.6058618
718,361.0982436
719,301.8397779
720,503.1188253
721,587.798319
722,325.2685122
723,377.7637468
724,588.3819177
725,327.1623399
726,377.7718019
727,588.0023115
728,503.590808
729,301.7651949
730,697.9264722
731,392.1370211
732,671.7488336
733,831.3546425
734,796.0140187
735,673.351662
736,503.1188253
737,394.6962913
738,301.9298553
739,671.7529829
740,395.3564255
741,582.6761816
742,796.8091252
743,326.6465567
744,326.368278
745,831.4541669
746,503.119618
747,586.8004406
748,392.2754367
749,697.2106404
750,687.9792476
751,376.5279141
752,301.8482565
753,302.0004719
754,574.0046147
755,587.672163
756,574.3600027
757,743.5939368
758,300.619516
759,672.5323944
760,325.8785019
761,393.520975
762,587.3151024
763,582.3020936
764,394.2037831
765,394.0179694
766,390.471844
767,504.228807
768,394.9583556
769,393.0571876
770,390.817513
771,517.1461271
772,301.3677952
773,573.2263384
774,582.6410758
775,589.4565268
776,503.1010318
777,300.1101032
778,391.1184317
779,326.3200702
780,301.3584803
781,581.9831032
782,573.5470198
783,393.9514755
784,391.7281483
785,390.3052816
786,378.3678172
787,301.8660499
788,377.7793618
789,573.0240119
790,503.3365984
791,831.5283729
792,378.4155638
793,302.5642713
794,583.7944458
795,745.5134495
796,503.1010318
797,393.98601
798,326.2759015
799,302.2755194
800,418.402364
801,391.0741528
802,698.1146475
803,581.8010203
804,390.9394947
805,302.2369414
806,517.1376486
807,745.6286434
808,582.6761816
809,502.5213112
810,301.8575714
811,572.393516
812,671.9855481
813,589.2004015
814,378.1420109
815,502.0705538
816,326.368278
817,392.0967157
818,831.4278949
819,588.6469921
820,671.7225616
821,744.732369
822,503.6720516
823,832.7265285
824,504.6617332
825,325.8691869
826,326.4728264
827,672.3935142
828,396.2684168
829,672.0522978
830,587.9929966
831,743.977708
832,588.9177215
833,503.9202031
834,581.348404
835,393.5387685
836,503.9756989
837,830.8153647
838,697.2462047
839,302.327248
840,830.347359
841,392.4051042
842,832.1081624
843,395.9690247
844,573.0148797
845,831.5276021
846,502.6887972
847,390.6592648
848,301.3906616
849,394.8048131
850,391.3105688
851,394.1749706
852,744.9249571
853,670.5853883
854,831.9354645
855,745.1004418
856,744.7501624
857,390.3821188
858,832.1027816
859,391.0741528
860,671.5102654
861,390.3303213
862,394.9294043
863,396.2899842
864,582.5753265
865,573.770662
866,672.3318039
867,588.6647856
868,575.579339
869,582.840401
870,581.4250891
871,326.5409759
872,392.9943759
873,361.6119887
874,395.4529765
875,393.4175795
876,588.4827727
877,377.7793618
878,671.8046547
879,326.5231825
880,301.508654
881,378.2419594
882,795.4889075
883,391.9110057
884,393.7373862
885,581.3879624
886,832.2590134
887,573.5148385
888,671.7488336
889,394.6616299
890,698.0467226
891,327.1971937
892,588.4287414
893,503.6719256
894,672.3292716
895,831.0660593
896,672.219556
897,670.2561594
898,502.2259264
899,391.5956991
900,302.1159555
901,697.4228796
902,573.6060636
903,794.771348
904,670.3176404
905,573.1908154
906,573.603302
907,744.9195763
908,503.8345809
909,572.5105267
910,671.302405
911,503.9020843
912,300.4339015
913,389.9611206
914,327.0497555
915,379.1697821
916,670.6652473
917,395.9605462
918,325.7101224
919,574.6335507
920,392.3239297
921,582.1829998
922,573.5470198
923,583.2820194
924,326.3284848
925,361.2100154
926,394.0892225
927,326.5231825
928,671.7225616
929,582.0774559
930,699.0774488
931,573.2053021
932,501.8771301
933,573.5377049
934,391.5461354
935,325.8607084
936,327.3259892
937,833.0687737
938,582.831086
939,391.0487994
940,502.4096183
941,326.2588473
942,589.2683027
943,302.4452675
944,503.6086014
945,582.1686119
946,394.637118
947,394.1749706
948,517.5206604
949,300.4342365
950,326.6329352
951,395.567586
952,503.6086014
953,573.9710196
954,390.2881854
955,796.6961864
956,377.7793618
957,586.9510955
958,671.7569012
959,831.4541669
960,360.8886984
961,582.6583881
962,327.2712895
963,745.4254102
964,573.0859049
965,391.5461354
966,672.3534485
967,671.7225616
968,503.8078006
969,377.7718019
970,588.01079
971,391.4160796
972,743.7883518
973,831.9261496
974,833.2292134
975,588.1112611
976,502.9714168
977,377.7540084
978,378.436455
979,698.0914259
980,503.7752842
981,673.111996
982,393.520975
983,394.0200661
984,325.8878991
985,573.815186
986,582.4514179
987,502.1110877
988,589.5569978
989,697.2546832
990,501.707889
991,301.4188286
992,394.6880052
993,671.7403551
994,795.4982225
995,672.7796134
996,379.6110681
997,396.1239291
998,697.9473634
999,326.3589631
1000,503.4721182
1001,573.9124832
1002,301.3906616
1003,688.7806019
1004,395.0447242
1005,671.6431838
1006,671.7632214
1007,581.5562647
1008,504.0355659
1009,419.0682437
1010,587.245664
1011,830.6501698
1012,326.2759015
1013,697.6351258
1014,504.1076668
1015,502.8547883
1016,831.0894899
1017,574.9343495
1018,697.9349507
1019,697.784373
1020,503.2572207
1021,301.8397779
1022,830.8827919
1023,302.1460145
1024,394.4025067
1025,588.4920877
1026,574.6187018
1027,671.6318997
1028,832.3237942
1029,582.1686119
1030,672.210241
1031,831.4777437
1032,588.6469921
1033,831.4685547
1034,302.7287697
1035,394.192764
1036,582.1779269
1037,795.4982225
1038,393.5124965
1039,588.5082986
1040,572.6577357
1041,832.1287782
1042,575.4814075
1043,574.2159972
1044,327.8051084
1045,588.5005662
1046,300.4853959
1047,394.192764
1048,573.8630455
1049,326.3483878
1050,325.030462
1051,379.4753844
1052,301.1258784
1053,672.326082
1054,302.1598346
1055,671.4484291
1056,504.1608523
1057,503.6395352
1058,745.2786003
1059,325.8691869
1060,697.2724767
1061,325.2607597
1062,325.8928897
1063,698.6975287
1064,503.590808
1065,394.2664357
1066,394.4040148
1067,301.755999
1068,394.3130144
1069,391.0741528
1070,377.5676536
1071,392.7318958
1072,588.29347
1073,359.0113842
1074,392.3287172
1075,832.1290536
1076,302.6571102
1077,587.9854367
1078,831.4278949
1079,831.2691236
1080,325.9845068
1081,587.3611852
1082,590.0016261
1083,377.1763137
1084,392.7828034
1085,391.5270816
1086,697.2724767
1087,587.9758103
1088,832.7412514
1089,502.7239161
1090,396.3216974
1091,503.5077464
1092,301.9779441
1093,325.7602373
1094,671.7225616
1095,504.6156487
1096,326.3767565
1097,417.907369
1098,672.5202084
1099,301.3643896
1100,301.3762738
1101,670.9950406
1102,325.8869804
1103,325.8785019
1104,574.2035846
1105,326.6351336
1106,390.4473119
1107,393.5124965
1108,582.378596
1109,378.4799894
1110,376.9880617
1111,300.9996654
1112,503.61708
1113,503.1332131
1114,302.3294265
1115,582.2313669
1116,672.8947417
1117,587.9989059
1118,672.0020677
1119,588.6594048
1120,326.7790059
1121,746.1625883
1122,670.8859449
1123,325.1781854
1124,300.5408617
1125,301.1112043
1126,326.258108
1127,831.9439431
1128,671.4287235
1129,361.0700595
1130,671.7497523
1131,326.9478229
1132,503.5992865
1133,393.8521682
1134,673.4951434
1135,504.7591799
1136,301.7474014
1137,504.1050155
1138,582.2007932
1139,300.457564
1140,391.6135887
1141,745.0347564
1142,325.8869804
1143,326.5494544
1144,300.053821
1145,327.0736472
1146,581.9653787
1147,587.9854367
1148,396.5630912
1149,378.2897071
1150,395.9499709
1151,589.2355534
1152,503.1095103
1153,588.0166993
1154,394.0454089
1155,582.4777361
1156,588.4742942
1157,588.7703664
1158,301.2122266
1159,391.0741528
1160,574.4197441
1161,698.3038733
1162,581.3805652
1163,503.8343589
1164,394.3223293
1165,392.6026204
1166,574.7076166
1167,393.1072455
1168,587.8050245
1169,324.950268
1170,361.5788449
1171,393.9192111
1172,301.7383315
1173,391.1479395
1174,672.3935142
1175,391.0563593
1176,378.3155776
1177,671.2777004
1178,378.7365804
1179,573.9124261
1180,582.4948205
1181,301.3677952
1182,395.4623737
1183,390.7975378
1184,588.6678833
1185,359.899802
1186,326.5533886
1187,419.5451972
1188,503.7843971
1189,745.4319199
1190,327.6987482
1191,302.033367
1192,582.5490545
1193,671.7225616
1194,744.1530523
1195,672.9711907
1196,832.2219369
1197,582.3202423
1198,699.0984198
1199,324.4062105
1200,832.6937103
1201,503.1010318
1202,502.2141481
1203,573.5148385
1204,389.9472963
1205,518.0064525
1206,574.0203114
1207,587.9989059
1208,697.785982
1209,831.9261496
1210,581.630672
1211,504.0700357
1212,394.6403977
1213,699.3747257
1214,503.1445604
1215,582.667703
1216,299.9750076
1217,302.5926846
1218,393.520975
1219,325.218225
1220,503.8406855
1221,696.1838997
1222,301.3677952
1223,581.5366281
1224,672.3850357
1225,517.1139458
1226,300.0451964
1227,418.4066883
1228,378.8423561
1229,574.4541604
1230,831.4288136
1231,795.8693501
1232,832.7144483
1233,588.0166993
1234,326.6286801
1235,325.8607084
1236,672.2208163
1237,582.6583881
1238,327.1207605
1239,393.4180406
1240,503.3629807
1241,326.283607
1242,395.9605462
1243,391.4545954
1244,396.5461629
1245,575.342429
1246,670.6827687
1247,389.74412
1248,301.6445326
1249,672.7767292
1250,672.5648382
1251,391.5639289
1252,589.0972352
1253,503.9232598
1254,588.2918561
1255,831.452141
1256,588.3283439
1257,360.9064918
1258,362.1124417
1259,671.7497523
1260,378.4542485
1261,326.0249147
1262,391.0478808
1263,391.0478808
1264,744.2446896
1265,360.8992737
1266,573.5335507
1267,581.1010023
1268,698.2031941
1269,301.3677952
1270,394.6193733
1271,588.4637189
1272,377.7615683
1273,325.2629581
1274,395.3051073
1275,698.6900256
1276,582.8488795
1277,588.5005662
1278,583.6325508
1279,394.1749706
1280,588.1490595
1281,503.1273038
1282,325.8835747
1283,689.8464112
1284,301.8469961
1285,830.633833
1286,588.3819177
1287,503.9667391
1288,832.4669774
1289,324.8475427
1290,832.4962141
1291,503.5162249
1292,391.5554504
1293,588.5005662
1294,581.3209343
1295,325.8757793
1296,324.86851
1297,583.0373328
1298,672.3850357
1299,697.4236258
1300,503.4899529
1301,391.057278
1302,573.5292264
1303,588.4974527
1304,588.7850359
1305,393.5446778
1306,587.1387325
1307,503.8021905
1308,392.2815419
1309,378.0948976
1310,379.7178297
1311,671.6760685
1312,301.5360739
1313,588.4920877
1314,697.2724767
1315,582.5071819
1316,301.3584803
1317,573.9973415
1318,588.5005662
1319,583.679607
1320,391.9982907
1321,394.6307476
1322,326.368278
1323,698.1236333
1324,396.1154506
1325,581.2202472
1326,301.3584803
1327,394.1286175
1328,391.3098296
1329,391.6659081
1330,503.1416916
1331,326.567179
1332,378.2606594
1333,394.9755419
1334,672.7656901
1335,393.520975
1336,377.762487
1337,395.1431552
1338,580.9859343
1339,502.8091059
1340,588.0023115
1341,392.0074595
1342,587.9989059
1343,574.0130932
1344,301.3728681
1345,589.2120538
1346,391.8486882
1347,672.2386098
1348,744.1093647
1349,831.1105694
1350,326.5231825
1351,325.9459823
1352,379.4779751
1353,302.0358804
1354,302.0511605
1355,396.1239291
1356,392.1318494
1357,395.4792485
1358,832.2873578
1359,327.1507836
1360,503.8489558
1361,832.4371207
1362,574.1773126
1363,573.5233171
1364,574.2271983
1365,672.3935142
1366,395.8206371
1367,325.8750962
1368,588.4827727
1369,573.5157572
1370,301.6483801
1371,389.8766263
1372,391.0563593
1373,391.0741528
1374,671.7412738
1375,832.1081624
1376,742.8192823
1377,588.4710636
1378,672.2208163
1379,301.8397779
1380,575.0441784
1381,377.7937496
1382,573.9215531
1383,831.4363734
1384,393.5218937
1385,745.6434353
1386,394.8855907
1387,672.0755029
1388,574.477786
1389,502.1648907
1390,671.2255473
1391,588.0023115
1392,671.7488336
1393,588.8980849
1394,672.5055914
1395,582.6478128
1396,581.5738062
1397,419.0721778
1398,503.8309532
1399,390.938702
1400,574.2095308
1401,744.9631677
1402,392.3435661
1403,573.6362559
1404,393.226872
1405,832.6989593
1406,503.7897779
1407,504.2164643
1408,391.0707471
1409,393.5312087
1410,671.5046054
1411,503.1188253
1412,378.4333573
1413,301.6121956
1414,302.1598346
1415,672.4152418
1416,671.7025697
1417,393.5268843
1418,573.9940394
1419,574.2300858
1420,830.4738501
1421,587.0727988
1422,671.1049025
1423,670.9540325
1424,672.6555857
1425,301.8554746
1426,378.2407692
1427,587.4670177
1428,588.5005662
1429,832.448899
1430,302.0209544
1431,830.882938
1432,697.2639981
1433,697.1635271
1434,326.7088742
1435,393.5570274
1436,582.7807501
1437,377.7793618
1438,396.1456567
1439,672.0163296
1440,391.7281483
1441,362.20004
1442,582.7189138
1443,378.7077548
1444,391.4867496
1445,574.1303253
1446,390.9311421
1447,573.532632
1448,503.9752866
1449,501.6902416
1450,418.052871
1451,583.6320125
1452,504.1522478
1453,697.4608241
1454,361.1159111
1455,581.9095612
1456,671.7310401
1457,392.991252
1458,671.9290446
1459,396.1417226
1460,390.352604
1461,325.8869804
1462,671.7547429
1463,391.0842604
1464,582.6478128
1465,303.0847232
1466,301.3500018
1467,325.8607084
1468,302.0209544
1469,698.7663555
1470,582.1695306
1471,672.4028291
1472,831.4691191
1473,588.0340116
1474,301.3584803
1475,582.1695306
1476,502.5445126
1477,796.7520765
1478,302.5304932
1479,301.8575714
1480,697.6529193
1481,391.8483986
1482,389.7401308
1483,687.7009689
1484,686.5894046
1485,393.9891637
1486,697.9349507
1487,671.7310401
1488,744.2737231
1489,672.2208163
1490,504.0286443
1491,394.3223293
1492,673.592089
1493,744.2779987
1494,832.1726451
1495,573.8447578
1496,324.6298728
1497,300.4883404
1498,419.0543843
1499,303.0870193
1500,582.0600865
1501,360.4282097
1502,325.8835747
1503,671.2287904
1504,831.9439431
1505,326.5316646
1506,743.3976252
1507,744.9195763
1508,378.0211728
1509,588.5005662
1510,392.8849452
1511,391.0563593
1512,300.5985688
1513,504.113739
1514,393.5446778
1515,832.3679062
1516,672.1377547
1517,390.9352963
1518,673.3711193
1519,394.5169614
1520,301.3677952
1521,378.2428659
1522,503.2717642
1523,325.9047581
1524,394.2051767
1525,831.1165153
1526,587.4334688
1527,581.4680994
1528,697.2462047
1529,302.0209544
1530,379.074212
1531,395.1700103
1532,671.7369494
1533,360.4218393
1534,301.9739182
1535,326.1112341
1536,325.3071958
1537,672.5230795
1538,326.9144567
1539,393.5531563
1540,327.5594463
1541,395.1232558
1542,582.1829998
1543,392.0723864
1544,503.1416916
1545,582.612959
1546,393.5312087
1547,301.0910045
1548,672.3935142
1549,390.6591958
1550,575.3915132
1551,378.1420109
1552,302.0302693
1553,361.2015369
1554,581.2410885
1555,671.7497523
1556,517.1283336
1557,393.5062521
1558,672.2051381
1559,581.5798214
1560,671.7225616
1561,377.762487
1562,697.2844912
1563,744.9156422
1564,587.5261386
1565,302.0652491
1566,391.6226946
1567,393.53029
1568,582.6583881
1569,516.5074877
1570,302.0124758
1571,392.5060127
1572,587.1333044
1573,391.5639289
1574,503.1188253
1575,326.3399093
1576,515.9800723
1577,302.033367
1578,391.8164169
1579,672.7984357
1580,670.6661458
1581,589.2252888
1582,588.4827727
1583,391.6365882
1584,395.1998113
1585,391.8661921
1586,503.1188253
1587,392.8623639
1588,586.8918687
1589,574.0203114
1590,831.9963253
1591,588.9100925
1592,392.7502118
1593,670.6919646
1594,326.3577027
1595,327.6815619
1596,393.9725976
1597,573.5233171
1598,573.5148385
1599,393.5218937
1600,379.6972605
1601,301.3584803
1602,391.740561
1603,743.8275342
1604,584.1154089
1605,503.66905
1606,832.7421542
1607,326.1960356
1608,671.7632214
1609,391.9662555
1610,672.1638938
1611,360.8077623
1612,326.3589631
1613,671.1136532
1614,687.2046132
1615,378.9584687
1616,574.2035846
1617,302.6748347
1618,588.0023115
1619,327.5068027
1620,573.5599827
1621,587.0686338
1622,502.4732714
1623,574.0046147
1624,673.7126909
1625,671.7547429
1626,586.7857177
1627,673.5463597
1628,503.61708
1629,325.8835747
1630,392.3667675
1631,503.1019505
1632,390.2290575
1633,503.1188253
1634,671.2045513
1635,588.01079
1636,301.8660499
1637,396.8082308
1638,393.5124965
1639,300.8732014
1640,831.2580845
1641,831.9176711
1642,301.3677952
1643,589.4271343
1644,301.4036245
1645,301.0615586
1646,697.2733953
1647,394.5960459
1648,394.495778
1649,395.4801672
1650,502.9329815
1651,744.7714146
1652,502.0144808
1653,671.4783974
1654,391.3276231
1655,672.522848
1656,697.2556019
1657,587.9854367
1658,376.925662
1659,573.9215531
1660,697.6351258
1661,301.8575714
1662,395.9427527
1663,502.1412238
1664,588.3396912
1665,696.2242254
1666,673.2739444
1667,327.2825296
1668,391.0741528
1669,572.6910448
1670,394.7733981
1671,503.7635059
1672,379.2069475
1673,831.9027189
1674,833.518266
1675,688.4605452
1676,392.0726681
1677,672.2301312
1678,581.6184562
1679,392.7942404
1680,696.6363208
1681,396.8732408
1682,671.7225616
